"reconstr_V1" "reconstr_V2" "reconstr_V3" "reconstr_V4" "reconstr_V5" "reconstr_V6"
0.591161670799303 0.78009580035006 0.282434129202568 0.313308695616841 0.560005928745862 0.336049965640195
0.457492734773867 0.665231974157149 0.44665174566661 0.481522621380663 0.601093891517033 0.304971291637882
0.568974576898085 0.559338899140983 0.389258390946335 0.517896015165754 0.504164372363138 0.546902888904805
0.863892580841053 0.811565764976364 -0.0655556705489448 0.194719743440665 0.609625444288375 0.487854738913247
0.326481636135354 0.538657364188665 0.641555316293442 0.241926777058099 0.383185203942961 0.377235635328398
0.497595120008544 0.588566573723683 0.586195211885711 0.244474506896402 0.410467993153982 0.378396521247692
0.562896947732468 0.269359581229704 0.582859000923222 0.327531891079544 0.363758975508342 0.479425695769662
0.0943096772517344 0.511922783968069 0.684110137789866 0.274890306881467 0.252830148862717 0.497164518826755
0.407543666835812 0.390163815866914 0.573305581257176 0.511683747844764 0.443259106507854 0.526440979472676
0.423240954399531 0.502874292827572 0.70940886701366 0.214881770092892 0.288712370477433 0.463949826452633
0.392473720941989 0.565949856498401 0.717002621356099 0.351374413051119 0.423714084373844 0.370487323384478
0.370185343844355 0.56093693023378 0.81951340041692 0.304672952219944 0.326243887336208 0.45702272061105
0.574892617798459 0.548522026356546 0.727507633381141 0.281532904802215 0.377876349777211 0.408940412964858
0.776386599744271 0.449296596498369 0.473786279267465 0.16572391343208 0.256192637180958 0.513446705840573
0.676598159598617 0.423544486740738 0.488659819037736 0.255060796636571 0.467685577337063 0.387347276716698
0.766636372597902 0.517866667661467 0.448274985310438 0.349822066153829 0.470888803147605 0.46651275470188
0.531931689855533 0.456802006961158 0.691341421311177 0.420363320150583 0.310391206486175 0.558961022440841
0.270626946229445 0.495449867807622 0.677392839103242 0.49837036805523 0.219549016796772 0.645731973411604
0.449747882377785 0.474858309215002 0.622736137018194 0.534745983849091 0.345041643573026 0.593906931683053
0.0504210179868392 0.360306912834155 0.82474463032101 0.536858475036603 0.44838857163677 0.419644399659016
0.30864785592697 0.591327633784946 0.844443589253813 0.428657311701653 0.380020366630677 0.424406491203557
0.400829075336235 0.784687506255728 0.725318470301333 0.241525499947598 0.225937332230936 0.452277171909065
0.311008619197908 0.656195690392671 0.707004900292365 0.3404949573179 0.246477159092264 0.522448253455653
0.276868280212188 0.585625988950241 0.528582942274843 0.580349465627336 0.421659632613044 0.528644018236903
0.532371240508919 0.649538418994361 0.609372201245248 0.281066513357864 0.413063253445438 0.376242072439452
0.634402884435196 0.695755562778438 0.622798483913717 0.320854984105774 0.486466264731955 0.29286787746593
0.361722724076135 0.66754014358088 0.649081688159497 0.44028690683584 0.43430187055347 0.36318792156454
0.335454689125073 0.649293061436214 0.737096478586215 0.415192139061185 0.307360716689902 0.489106515768534
0.554328492721048 0.886334816063595 0.568842383914379 0.340676668099377 0.405815466299762 0.190848093813228
0.43679375611121 0.660765428550357 0.860130806745425 0.20318576242989 0.293997516717094 0.444446963489147
0.358104255800899 0.685927055945087 0.859534359177773 0.276162665595259 0.269140466558964 0.482158412824107
0.381012291032978 0.778719626918244 0.804722412724557 0.252208128778921 0.240881058542902 0.444332215358645
0.30420132304509 0.75452991996563 0.848036327172614 0.358442902157584 0.246059802215985 0.474917850749018
0.39987314238399 0.773954387031997 0.763693496470231 0.338869579442484 0.314268391121908 0.386658740345786
0.497608614903424 0.747435858135791 0.731908751046284 0.248671477915018 0.302596675751511 0.413885317888132
0.427976225421827 0.661067326375363 0.830354484410214 0.360104646347954 0.359833728712729 0.414110667626788
0.466624108174939 0.732568677582726 0.709540391420009 0.356470301583731 0.356832799414096 0.391255047902851
0.385599056024976 0.736001068641631 0.811487695462144 0.289260490447272 0.309421070694645 0.408817559767274
0.384053790831392 0.678107181754875 0.868075521398477 0.29119157225053 0.292954401623597 0.467341224096105
0.388580043772242 0.577480394599888 0.773329460616656 0.124011801918428 0.248299473678595 0.454754661781117
