"DF.L4.C1" "DF.L4.C2" "DF.L4.C3" "DF.L4.C4" "DF.L4.C5" "DF.L4.C6"
0.45836734617451 -0.436210227283504 0.118493219805349 -0.526319164950058 0.740058122538393 0.71194738469511
0.171978811895947 -0.358119593268805 -0.424974020660893 0.237846405092679 0.848443935120415 0.344998769018988
0.193494625753556 -0.438825145493645 -0.491634290424623 0.018101852683405 0.825794223689066 0.294960710450815
0.212633110973273 -0.615146770301788 -0.365588903083313 -0.163548701480442 0.789074299543614 0.441788530621187
0.282778483318244 -0.612630254200329 -0.471859083774635 -0.303940086324653 0.806954078200301 0.240601306919039
0.316066757141386 -0.400092624460816 -0.307213659930017 -0.291688085349655 0.794435196436123 0.487962034850313
0.228010304954285 -0.325555161069385 -0.309190778407171 -0.0318371031322673 0.747099291591021 0.593535366758791
0.330943272790525 -0.159562178745577 -0.408777509532272 -0.0215458458834301 0.827307348583696 0.357068467742089
0.304558025165307 -0.184683673234412 -0.311524880536827 -0.20556068126729 0.74723065095355 0.569885419311618
0.253411267281206 -0.398852223503368 -0.353781899190679 -0.127460215700128 0.828253360342583 0.425985623702141
0.248019366302734 -0.38003354917756 -0.472389787972672 0.0607426303898126 0.834998907422347 0.276303539332896
-0.132244428702167 -0.257004969793756 -0.497363494529083 0.217603940588683 0.826072419824792 0.457601302894472
